player,team,position,snap_share,route_participation,target_share,air_yards_share,red_zone_touch_share,red_zone_carries,red_zone_targets,goal_line_touches,targets_pg,receptions_pg,rush_attempts_pg,carries_share,pass_attempts_pg,passing_yards_pg,rushing_yards_pg,receiving_yards_pg,fantasy_points_pg
J.Smith,PIT,,0.0,0.0,10.5,7.39,4.29,2.0,8.0,3.0,3.235,2.235,0.529,2.21,0.0,0.0,4.118,13.059,5.012
J.Smith-Njigba,SEA,,0.0,0.0,35.67,50.07,6.54,0.0,17.0,3.0,9.588,7.0,0.412,1.38,0.0,0.0,2.118,105.471,21.288
J.Smith-Schuster,KC,,0.0,0.0,8.15,5.68,3.56,0.0,9.0,2.0,2.812,2.062,0.0,0.0,0.0,0.0,0.0,21.562,4.594
J.Stidham,DEN,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.22,0.0,0.0,-1.0,0.0,-0.1
J.Stoll,NO,,0.0,0.0,1.94,0.73,0.53,0.0,1.0,0.0,1.375,0.75,0.0,0.0,0.0,0.0,0.0,5.75,2.075
J.Taylor,IND,,0.0,0.0,10.45,-1.05,28.25,71.0,5.0,25.0,3.294,2.706,19.059,73.14,0.0,0.0,93.235,22.235,21.312
J.Thrash,CLE,,0.0,0.0,2.86,2.84,0.56,0.0,1.0,0.0,1.875,1.25,0.0,0.0,0.0,0.0,0.0,13.375,2.588
J.Tolbert,DAL,,0.0,0.0,5.74,8.28,1.72,0.0,5.0,2.0,3.182,1.636,0.0,0.0,0.0,0.0,0.0,18.455,4.027
J.Tonges,SF,,0.0,0.0,8.3,5.64,2.52,0.0,7.0,3.0,5.111,3.778,0.0,0.0,0.0,0.0,0.0,32.556,10.367
J.Waddle,MIA,QB,0.0,0.0,1.72,3.64,5.47,0.0,11.0,4.0,8.0,6.0,0.0,0.0,1.0,8.0,0.0,95.0,15.82
J.Waddle,MIA,,0.0,0.0,19.78,35.94,5.47,0.0,11.0,4.0,6.133,3.867,0.133,0.46,0.0,0.0,1.867,54.333,11.887
J.Walker,CHI,,0.0,0.0,1.87,2.87,0.8,0.0,2.0,1.0,3.333,2.0,0.0,0.0,0.0,0.0,0.0,29.0,8.9
J.Warren,PIT,,0.0,0.0,8.59,-3.57,19.31,40.0,5.0,15.0,2.812,2.5,13.188,51.84,0.0,0.0,59.875,20.812,13.569
J.Watkins,SF,,0.0,0.0,0.54,1.04,0.0,,,,1.5,1.0,0.0,0.0,0.0,0.0,0.0,13.0,2.3
J.Watson,HOU,,0.0,0.0,0.72,0.72,0.82,0.0,2.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,15.0,3.0
J.Wayne,HOU,,0.0,0.0,0.36,0.37,0.0,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0
J.Westover,NE,,0.0,0.0,0.41,0.04,0.0,,,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
J.Whittington,LA,,0.0,0.0,4.3,3.23,0.66,1.0,1.0,0.0,1.923,1.385,0.231,0.65,0.0,0.0,0.923,13.154,2.792
J.Whyle,GB,,0.0,0.0,1.3,0.56,0.41,0.0,1.0,1.0,1.0,0.833,0.0,0.0,0.0,0.0,0.0,6.0,2.433
J.Wiley,KC,,0.0,0.0,0.18,-0.09,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.4
J.Williams,DAL,,0.0,0.0,8.36,-1.36,22.68,54.0,12.0,24.0,3.188,2.188,15.75,54.19,0.0,0.0,75.062,8.562,15.425
J.Williams,DET,,0.0,0.0,18.55,35.09,3.6,1.0,9.0,1.0,6.0,3.824,0.353,1.35,0.0,0.0,0.706,65.235,12.888
J.Williams,TB,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,0.84,0.0,0.0,11.0,0.0,1.1
J.Winston,NYG,QB,0.0,0.0,0.2,0.3,0.77,2.0,0.0,1.0,0.333,0.333,2.333,1.37,23.0,189.0,7.667,11.0,15.76
J.Woods,NYJ,,0.0,0.0,0.63,0.19,0.56,0.0,1.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.7
J.Wright,MIA,,0.0,0.0,1.94,-1.03,5.97,12.0,0.0,4.0,1.0,0.556,7.778,16.2,0.0,0.0,32.0,4.889,5.578
J.Wright,SEA,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,0.98,0.0,0.0,20.0,0.0,2.0
Ja.Jones,WAS,,0.0,0.0,0.23,0.08,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,3.5
Ji.Horn,CAR,,0.0,0.0,3.11,2.76,1.45,0.0,3.0,0.0,1.5,1.1,0.8,1.73,0.0,0.0,6.9,10.8,2.87
K.Allen,DET,QB,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.23,2.0,0.0,-1.0,0.0,-0.1
K.Allen,DET,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,0.45,0.0,0.0,-2.0,0.0,-0.2
K.Allen,LAC,,0.0,0.0,22.43,23.3,6.61,0.0,16.0,3.0,7.176,4.765,0.0,0.0,0.0,0.0,0.0,45.706,10.747
K.Austin,NO,,0.0,0.0,4.06,4.08,1.06,0.0,2.0,0.0,4.6,2.6,0.0,0.0,0.0,0.0,0.0,28.0,6.6
K.Bourne,SF,,0.0,0.0,9.57,14.14,0.72,0.0,2.0,0.0,3.786,2.643,0.0,0.0,0.0,0.0,0.0,39.357,6.579
K.Boutte,NE,,0.0,0.0,9.52,17.45,1.53,0.0,4.0,2.0,3.286,2.357,0.0,0.0,0.0,0.0,0.0,39.357,8.864
K.Coleman,BUF,,0.0,0.0,12.7,18.87,4.3,0.0,12.0,6.0,5.167,3.167,0.0,0.0,0.0,0.0,0.0,33.667,8.533
K.Cousins,ATL,QB,0.0,0.0,0.0,0.0,0.49,1.0,0.0,1.0,0.0,0.0,1.4,2.93,28.4,172.1,0.7,0.0,11.054
K.Gainwell,PIT,,0.0,0.0,16.22,-0.54,17.17,23.0,17.0,10.0,5.0,4.294,6.706,28.01,0.0,0.0,31.588,28.588,13.135
K.Granson,PHI,,0.0,0.0,1.93,1.61,0.47,0.0,1.0,0.0,2.25,1.75,0.0,0.0,0.0,0.0,0.0,10.0,2.75
K.Herbert,NYJ,,0.0,0.0,0.84,-0.4,2.23,3.0,1.0,0.0,1.333,0.333,5.333,3.49,0.0,0.0,17.333,1.333,2.2
K.Hodge,ATL,,0.0,0.0,1.92,3.59,0.0,,,,3.333,1.0,0.0,0.0,0.0,0.0,0.0,10.333,2.033
K.Hunt,KC,,0.0,0.0,4.53,0.0,17.0,38.0,5.0,16.0,1.471,1.059,9.588,37.91,0.0,0.0,35.941,8.412,8.671
K.Johnson,PIT,,0.0,0.0,0.38,-0.25,1.72,4.0,0.0,0.0,0.2,0.1,2.8,6.88,0.0,0.0,6.9,0.9,0.88
K.Johnson,TB,,0.0,0.0,1.28,2.03,0.0,,,,1.4,0.8,0.4,0.42,0.0,0.0,2.6,12.8,3.54
K.Juszczyk,SF,,0.0,0.0,5.05,2.91,2.16,1.0,5.0,3.0,1.867,1.6,0.133,0.42,0.0,0.0,-0.2,14.2,3.8
K.Lambert-Smith,LAC,,0.0,0.0,2.21,4.79,0.83,0.0,2.0,0.0,1.714,0.714,0.0,0.0,0.0,0.0,0.0,7.286,2.3
K.Latu,BUF,,0.0,0.0,0.82,0.34,0.0,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,17.5,3.75
K.Miller,NO,,0.0,0.0,0.88,-0.11,2.65,5.0,0.0,0.0,0.714,0.714,6.714,10.76,0.0,0.0,27.571,4.286,4.757
K.Milton,CIN,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,0.52,0.0,0.0,2.0,0.0,0.2
K.Mitchell,BAL,,0.0,0.0,2.93,-0.83,5.43,14.0,0.0,0.0,1.0,0.75,4.917,11.64,0.0,0.0,28.417,5.25,4.617
K.Monangai,CHI,,0.0,0.0,5.6,0.04,16.4,38.0,3.0,12.0,1.765,1.059,10.059,33.73,0.0,0.0,46.059,9.647,8.394
K.Mullings,TEN,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.79,0.0,0.0,2.333,0.0,0.233
K.Mumpfield,LA,,0.0,0.0,3.96,5.59,1.33,0.0,4.0,1.0,2.556,1.111,0.0,0.0,0.0,0.0,0.0,10.222,2.8
K.Murray,ARI,QB,0.0,0.0,0.0,0.0,1.71,4.0,0.0,1.0,0.0,0.0,5.8,7.9,35.4,192.4,34.6,0.0,16.556
K.Nwangwu,NYJ,,0.0,0.0,0.21,-0.19,1.68,3.0,0.0,2.0,0.5,0.0,6.5,2.83,0.0,0.0,24.5,0.0,2.45
K.Pickett,LV,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833,1.35,8.833,31.333,3.667,0.0,1.953
K.Pitts,ATL,,0.0,0.0,22.8,20.77,6.34,0.0,13.0,2.0,7.0,5.176,0.0,0.0,0.0,0.0,0.0,54.588,12.4
K.Raymond,DET,,0.0,0.0,5.45,4.6,0.72,0.0,2.0,0.0,2.5,2.0,0.167,0.45,0.0,0.0,1.583,24.083,5.067
K.Shakir,BUF,,0.0,0.0,19.88,9.99,5.38,0.0,15.0,3.0,6.062,4.5,0.062,0.18,0.0,0.0,0.312,42.875,10.319
K.Slovis,ARI,QB,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-0.04
K.Turpin,DAL,,0.0,0.0,6.23,6.88,1.72,0.0,5.0,0.0,2.533,1.733,1.133,3.66,0.0,0.0,5.933,26.4,5.767
K.Vidal,LAC,,0.0,0.0,4.04,-0.32,13.22,26.0,6.0,7.0,1.833,1.333,12.917,33.19,0.0,0.0,53.583,11.333,9.825
K.Walker,SEA,,0.0,0.0,7.88,-1.12,14.23,34.0,3.0,8.0,2.118,1.824,13.0,43.5,0.0,0.0,60.412,16.588,11.288
K.Williams,CIN,,0.0,0.0,0.16,0.11,0.0,,,,0.333,0.333,0.667,0.52,0.0,0.0,3.333,1.667,0.833
K.Williams,LA,,0.0,0.0,8.61,2.36,20.93,53.0,10.0,18.0,2.941,2.118,15.235,55.7,0.0,0.0,73.647,16.529,15.724
K.Williams,NE,,0.0,0.0,4.35,8.94,0.0,,,,1.615,0.769,0.154,0.4,0.0,0.0,0.231,16.077,3.785
L.Allen,JAX,,0.0,0.0,2.0,-0.31,2.08,4.0,2.0,1.0,0.786,0.714,1.643,4.68,0.0,0.0,6.714,3.857,1.771
L.Burden,CHI,,0.0,0.0,11.19,10.14,1.6,0.0,4.0,0.0,4.0,3.133,0.4,1.18,0.0,0.0,2.467,43.467,8.527
L.Farrell,SF,,0.0,0.0,2.53,0.99,1.44,0.0,4.0,1.0,1.556,1.222,0.0,0.0,0.0,0.0,0.0,9.444,3.5
L.Humphrey,DEN,,0.0,0.0,2.55,2.99,0.81,0.0,2.0,1.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,20.2,5.02
L.Humphrey,NYG,,0.0,0.0,1.98,3.39,0.77,0.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,27.5,4.75
L.Jackson,BAL,QB,0.0,0.0,0.0,0.0,5.04,13.0,0.0,1.0,0.0,0.0,5.154,13.21,26.154,196.077,26.846,0.0,17.374
L.Krull,DEN,,0.0,0.0,0.68,0.46,0.0,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.5,1.75
L.McCaffrey,WAS,,0.0,0.0,3.67,5.81,1.38,0.0,3.0,2.0,2.286,1.571,0.0,0.0,0.0,0.0,0.0,29.0,7.043
L.McConkey,LAC,,0.0,0.0,19.49,23.73,6.2,0.0,15.0,4.0,6.625,4.125,0.0,0.0,0.0,0.0,0.0,49.312,11.306
L.Musgrave,GB,,0.0,0.0,6.71,6.51,0.41,0.0,1.0,0.0,2.385,1.846,0.0,0.0,0.0,0.0,0.0,19.385,3.785
L.Schoonmaker,DAL,,0.0,0.0,3.77,3.35,0.69,0.0,2.0,0.0,1.643,1.0,0.0,0.0,0.0,0.0,0.0,9.429,1.943
L.Wypler,CLE,,0.0,0.0,0.19,0.03,0.56,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Alie-Cox,IND,,0.0,0.0,3.73,2.18,2.23,0.0,6.0,1.0,1.818,1.182,0.0,0.0,0.0,0.0,0.0,10.636,2.791
M.Andrews,BAL,,0.0,0.0,17.11,15.05,6.98,3.0,15.0,10.0,4.118,2.824,0.588,1.97,0.0,0.0,2.824,24.824,7.706
M.Bandy,DEN,,0.0,0.0,0.68,0.55,0.4,0.0,1.0,0.0,1.333,1.333,0.0,0.0,0.0,0.0,0.0,16.667,5.0
M.Brosmer,MIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.46,14.167,54.667,2.0,0.0,1.72
M.Brosmer,MIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24,0.0,0.0,-1.0,0.0,-0.1
M.Brown,KC,,0.0,0.0,13.41,19.45,3.95,0.0,10.0,1.0,4.625,3.062,0.0,0.0,0.0,0.0,0.0,36.688,8.606
M.Carter,ARI,,0.0,0.0,7.26,1.69,6.41,8.0,7.0,3.0,3.462,2.538,7.077,25.07,0.0,0.0,25.615,20.538,7.615
M.Corley,CLE,,0.0,0.0,2.67,-0.19,1.69,2.0,1.0,1.0,1.167,0.917,1.083,3.07,0.0,0.0,10.583,6.583,2.633
M.Cunningham,DET,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.23,0.0,0.0,1.0,0.0,0.1
M.Davis,DAL,,0.0,0.0,0.82,0.37,2.75,8.0,0.0,2.0,0.556,0.222,5.778,11.18,0.0,0.0,27.778,1.778,4.511
M.Evans,CAR,,0.0,0.0,5.19,2.79,1.93,0.0,4.0,3.0,1.923,1.462,0.077,0.22,0.0,0.0,0.077,13.154,3.708
M.Evans,TB,,0.0,0.0,11.38,19.0,4.13,0.0,9.0,5.0,7.75,3.75,0.0,0.0,0.0,0.0,0.0,46.0,10.6
M.Gaskin,SEA,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,0.59,0.0,0.0,6.0,0.0,0.6
M.Gesicki,CIN,,0.0,0.0,7.04,9.16,3.65,0.0,8.0,4.0,3.583,2.333,0.0,0.0,0.0,0.0,0.0,25.583,5.892
M.Golden,GB,,0.0,0.0,9.52,13.5,1.64,2.0,2.0,0.0,3.143,2.071,0.714,2.03,0.0,0.0,3.5,25.786,5.0
M.Haack,ARI,QB,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,1.12
M.Hardman,BUF,,0.0,0.0,0.2,1.32,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Harrison,ARI,,0.0,0.0,11.94,21.26,4.7,0.0,11.0,4.0,6.167,3.417,0.0,0.0,0.0,0.0,0.0,50.667,10.483
M.Heath,GB,,0.0,0.0,1.52,1.59,0.0,,,,1.4,1.2,0.0,0.0,0.0,0.0,0.0,17.2,2.92
M.Hollins,NE,,0.0,0.0,13.46,19.02,1.91,0.0,5.0,2.0,4.643,3.286,0.071,0.2,0.0,0.0,0.286,39.286,8.1
M.Jones,SF,QB,0.0,0.0,0.0,0.0,1.08,3.0,0.0,1.0,0.0,0.0,3.5,5.82,38.375,268.875,8.0,0.0,17.305
M.Jones,SF,,0.0,0.0,0.0,0.0,1.08,3.0,0.0,1.0,0.0,0.0,2.667,1.66,0.0,0.0,-1.333,0.0,-0.133
M.Kinsey,TEN,,0.0,0.0,0.75,2.35,0.0,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.4
M.Mapu,NE,QB,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
M.Mariota,WAS,QB,0.0,0.0,0.0,0.0,3.67,8.0,0.0,3.0,0.0,0.0,5.0,10.27,24.6,169.5,29.7,0.0,13.65
M.Matavao,NO,,0.0,0.0,0.35,0.11,0.0,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0
M.Mayer,LV,,0.0,0.0,10.08,7.5,3.7,0.0,6.0,1.0,4.167,2.917,0.0,0.0,0.0,0.0,0.0,27.333,6.15
M.Mims,DEN,,0.0,0.0,8.66,10.91,2.02,2.0,3.0,0.0,3.4,2.467,0.8,2.63,0.0,0.0,5.2,21.467,5.933
M.Moore,NYJ,,0.0,0.0,0.21,0.09,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.3
M.Nabers,NYG,,0.0,0.0,6.92,12.87,1.53,0.0,4.0,2.0,8.75,4.5,0.0,0.0,0.0,0.0,0.0,67.75,14.275
M.Penix,ATL,QB,0.0,0.0,0.0,0.0,1.46,3.0,0.0,2.0,0.0,0.0,2.333,4.39,32.222,220.222,7.778,0.0,13.92
M.Pittman,IND,,0.0,0.0,21.27,21.22,6.69,0.0,18.0,6.0,6.706,4.706,0.0,0.0,0.0,0.0,0.0,46.647,11.841
M.Rudolph,PIT,QB,0.0,0.0,0.0,0.0,0.43,1.0,0.0,0.0,0.0,0.0,1.0,0.98,13.5,77.5,1.5,0.0,4.75
M.Rudolph,PIT,,0.0,0.0,0.0,0.0,0.43,1.0,0.0,0.0,0.0,0.0,3.0,0.74,0.0,0.0,0.0,0.0,0.0
M.Sanders,DAL,,0.0,0.0,1.31,-0.28,2.41,6.0,1.0,1.0,2.0,2.0,5.0,4.3,0.0,0.0,29.25,7.5,7.175
M.Stafford,LA,QB,0.0,0.0,0.0,0.0,2.33,7.0,0.0,3.0,0.0,0.0,1.706,6.24,36.471,276.882,0.059,0.0,21.434
M.Taylor,NYJ,,0.0,0.0,13.84,11.65,5.03,0.0,9.0,2.0,5.077,3.385,0.0,0.0,0.0,0.0,0.0,28.385,6.685
M.Tinsley,CIN,,0.0,0.0,3.93,7.75,2.28,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,14.5,3.95
M.Tipton,NO,,0.0,0.0,3.0,3.19,1.06,0.0,2.0,0.0,2.833,1.833,0.667,0.92,0.0,0.0,3.0,12.667,3.4
M.Trubisky,BUF,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.667,1.46,12.333,104.333,0.667,0.0,9.573
M.Trubisky,BUF,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,0.0,0.0,4.0,0.0,0.4
M.Turner,SF,,0.0,0.0,0.18,-0.12,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Valdes-Scantling,PIT,,0.0,0.0,4.01,8.4,2.15,0.0,5.0,0.0,4.2,2.0,0.0,0.0,0.0,0.0,0.0,16.0,4.8
M.Valdes-Scantling,SF,,0.0,0.0,1.44,2.13,0.0,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0
M.Washington,MIA,,0.0,0.0,13.98,10.21,6.97,3.0,11.0,3.0,3.824,2.706,1.0,3.94,0.0,0.0,6.471,18.647,6.629
M.Willis,GB,QB,0.0,0.0,0.0,0.0,2.05,5.0,0.0,1.0,0.0,0.0,5.5,4.47,9.5,105.5,30.75,0.0,13.295
M.Wilson,ARI,,0.0,0.0,10.81,19.17,4.7,0.0,11.0,1.0,9.571,5.286,0.0,0.0,0.0,0.0,0.0,78.143,18.243
Mi.Wilson,ARI,,0.0,0.0,9.68,14.58,2.56,0.0,6.0,0.0,5.455,3.727,0.0,0.0,0.0,0.0,0.0,41.727,8.445
N.Adkins,DEN,,0.0,0.0,1.87,0.8,0.81,0.0,2.0,0.0,1.833,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.8
N.Brown,WAS,,0.0,0.0,2.29,3.87,0.92,0.0,2.0,0.0,2.5,1.25,0.0,0.0,0.0,0.0,0.0,20.75,3.325
N.Carter,ATL,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.5,1.88,0.0,0.0,30.0,0.0,3.0
N.Chubb,HOU,,0.0,0.0,3.59,0.33,6.17,13.0,2.0,6.0,1.333,0.867,8.133,25.63,0.0,0.0,33.733,4.467,5.887
N.Collins,HOU,,0.0,0.0,21.72,33.28,8.23,1.0,19.0,8.0,8.067,4.733,0.133,0.42,0.0,0.0,1.0,74.467,15.08
N.Fant,CIN,,0.0,0.0,6.71,3.0,1.83,0.0,4.0,3.0,3.154,2.615,0.0,0.0,0.0,0.0,0.0,22.154,6.215
N.Gray,KC,,0.0,0.0,6.88,5.56,1.19,0.0,3.0,2.0,2.923,1.615,0.0,0.0,0.0,0.0,0.0,13.692,2.985
N.Harris,LAC,,0.0,0.0,0.55,0.23,0.41,1.0,0.0,0.0,1.0,1.0,5.0,3.21,0.0,0.0,20.333,8.333,3.867
N.Kallerup,SEA,,0.0,0.0,0.22,0.22,0.38,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N.Miller-Hines,LAC,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,0.43,0.0,0.0,-2.0,0.0,-0.2
N.Mullens,JAX,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.22,1.5,9.5,-1.5,0.0,0.23
N.Mullens,JAX,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.22,0.0,0.0,-2.5,0.0,-0.25
N.Remigio,KC,,0.0,0.0,0.18,0.42,0.0,,,,0.5,0.5,0.5,0.23,0.0,0.0,5.5,10.5,2.1
N.Westbrook-Ikhine,MIA,,0.0,0.0,4.3,3.33,1.0,0.0,2.0,0.0,2.222,1.222,0.0,0.0,0.0,0.0,0.0,9.889,2.211
O.Gadsden,LAC,,0.0,0.0,12.68,14.16,6.2,0.0,15.0,1.0,4.6,3.267,0.0,0.0,0.0,0.0,0.0,44.267,8.893
O.Gordon,MIA,,0.0,0.0,1.94,-0.76,10.45,19.0,2.0,6.0,0.562,0.438,4.375,16.2,0.0,0.0,12.438,2.0,3.381
O.Hampton,LAC,,0.0,0.0,6.43,-1.23,11.57,26.0,2.0,9.0,3.889,3.556,13.778,26.55,0.0,0.0,60.556,21.333,15.078
O.Wright,TB,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,0.63,0.0,0.0,6.0,0.0,0.6
O.Zaccheaus,CHI,,0.0,0.0,12.31,10.19,5.2,0.0,13.0,2.0,4.714,2.786,0.286,0.79,0.0,0.0,1.786,22.357,6.057
P.Brown,ARI,,0.0,0.0,0.32,0.02,0.43,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1
P.Bryant,DEN,,0.0,0.0,8.32,9.36,3.23,0.0,8.0,1.0,4.083,2.583,0.0,0.0,0.0,0.0,0.0,31.5,6.233
P.Durham,TB,,0.0,0.0,0.73,0.37,0.46,0.0,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,2.75,0.525
P.Freiermuth,PIT,,0.0,0.0,10.31,10.2,3.86,0.0,9.0,2.0,3.6,2.733,0.0,0.0,0.0,0.0,0.0,32.4,7.573
P.Mafah,DAL,,0.0,0.0,0.33,-0.22,0.34,1.0,0.0,1.0,2.0,2.0,5.0,1.08,0.0,0.0,18.0,11.0,10.9
P.Mahomes,KC,QB,0.0,0.0,0.18,-0.19,5.93,15.0,0.0,2.0,0.071,0.071,4.571,14.88,38.5,256.214,30.143,-0.714,20.906
P.Nacua,LA,,0.0,0.0,28.57,29.57,5.98,1.0,17.0,4.0,10.375,8.062,0.625,2.15,0.0,0.0,6.562,107.188,23.562
P.Ricard,BAL,,0.0,0.0,0.49,0.18,0.0,,,,0.667,0.333,0.333,0.2,0.0,0.0,1.0,2.667,0.7
P.Rivers,IND,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.45,32.333,181.333,-0.333,0.0,11.553
P.Washington,JAX,,0.0,0.0,17.67,24.33,5.88,1.0,16.0,4.0,6.467,3.867,0.467,1.43,0.0,0.0,0.0,56.467,11.513
Q.Ewers,MIA,QB,0.0,0.0,0.22,-0.18,0.5,0.0,1.0,1.0,0.25,0.25,2.0,1.85,22.75,155.5,4.75,-1.5,9.045
Q.Johnston,LAC,,0.0,0.0,15.44,22.44,6.2,0.0,15.0,2.0,6.462,3.923,0.154,0.43,0.0,0.0,0.538,56.538,13.323
Q.Judkins,CLE,QB,0.0,0.0,0.57,0.08,19.21,33.0,1.0,12.0,3.0,1.0,14.0,3.31,1.0,0.0,26.0,58.0,9.4
Q.Judkins,CLE,,0.0,0.0,6.3,-0.5,19.21,33.0,1.0,12.0,2.538,1.923,16.692,51.3,0.0,0.0,61.615,8.692,12.185
Q.Morris,JAX,,0.0,0.0,1.64,0.92,0.69,0.0,2.0,1.0,1.8,1.2,0.0,0.0,0.0,0.0,0.0,11.0,3.5
Q.Skinner,NYJ,,0.0,0.0,0.42,0.12,0.56,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0
R.Ali,BAL,,0.0,0.0,2.69,-0.03,1.16,2.0,1.0,0.0,1.375,1.125,0.875,1.38,0.0,0.0,3.0,8.5,3.025
R.Bateman,BAL,,0.0,0.0,9.54,13.86,3.49,0.0,9.0,2.0,3.0,1.462,0.0,0.0,0.0,0.0,0.0,17.231,4.108
R.Bell,NO,,0.0,0.0,0.71,1.67,1.06,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,10.3
R.Chosen,WAS,,0.0,0.0,2.06,3.49,0.0,,,,3.0,1.667,0.0,0.0,0.0,0.0,0.0,17.667,3.433
R.Davis,BUF,,0.0,0.0,2.87,0.03,4.3,7.0,5.0,5.0,1.077,0.769,4.462,10.6,0.0,0.0,21.154,6.615,4.469
R.Doubs,GB,,0.0,0.0,18.61,26.54,7.38,0.0,18.0,6.0,5.375,3.438,0.0,0.0,0.0,0.0,0.0,45.25,10.212
R.Dowdle,CAR,,0.0,0.0,10.37,-1.6,19.32,35.0,5.0,9.0,2.941,2.294,13.941,51.19,0.0,0.0,63.294,17.471,12.841
R.Dwelley,DET,,0.0,0.0,0.91,0.03,1.08,0.0,3.0,2.0,1.667,0.667,0.0,0.0,0.0,0.0,0.0,2.333,0.9
R.Flournoy,DAL,,0.0,0.0,9.18,9.46,2.41,0.0,7.0,4.0,4.308,3.077,0.308,0.86,0.0,0.0,1.923,36.538,8.769
R.Gilliam,BUF,,0.0,0.0,0.61,0.63,0.72,1.0,1.0,2.0,1.0,0.667,0.667,0.37,0.0,0.0,1.333,8.0,1.6
R.Harvey,DEN,QB,0.0,0.0,0.51,-0.05,16.13,29.0,11.0,13.0,3.0,3.0,11.0,2.41,1.0,0.0,30.0,20.0,8.0
R.Harvey,DEN,,0.0,0.0,9.34,0.68,16.13,29.0,11.0,13.0,3.438,2.75,8.5,29.76,0.0,0.0,31.875,21.0,12.538
R.Johnson,CHI,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.39,0.0,0.0,8.5,0.0,0.85
R.Leonard,IND,QB,0.0,0.0,0.0,0.0,0.74,2.0,0.0,1.0,0.0,0.0,1.2,1.35,14.0,83.0,5.4,0.0,7.26
R.McCloud,ATL,,0.0,0.0,2.68,1.89,0.49,0.0,1.0,0.0,3.5,1.5,0.0,0.0,0.0,0.0,0.0,16.0,3.1
